GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
SpringBoot_Task1,com.example.demo,Student,0,43,0,0,0,19,0,10,0,10
SpringBoot_Task1,com.example.demo,StudentServiceImpl,7,83,2,2,3,21,2,7,0,7
SpringBoot_Task1,com.example.demo,StudentController,54,28,0,0,12,7,3,4,3,4
SpringBoot_Task1,com.example.demo,SpringBootTask1Application,5,3,0,0,2,1,1,1,1,1
